"ind_ID";"ind_gender";"ind_age";"ind_edu";"ind_happy";"ind_atwork";"ind_income";"hh_pos";"hh_nadult";"hh_nchild";"hh_income";"health_fys";"health_emo";"leis_time"
84007;2;35;2;72;0;1200;1;1;1;1306;15;20;5
84013;2;27;1;75;1;950;1;1;0;950;100;80;10
84107;1;46;3;70;1;4000;2;2;2;4829;80;57;15
84204;1;30;3;75;1;2200;3;4;0;8600;97;77;40
84208;2;57;2;71;1;2000;1;2;0;2518;90;77;0
84209;2;33;3;76;1;2100;2;2;2;4072;100;73;10
84303;2;80;1;49;0;1885;1;2;0;1885;86;87;26
84311;1;63;1;90;0;1500;2;2;0;1500;100;85;8
84402;2;43;1;50;0;1100;1;4;0;1446;4;18;35
84404;2;63;3;71;0;1250;1;1;0;1250;86;63;45
84407;1;54;1;94;1;2500;2;3;1;2614;100;87;20
84409;2;88;1;76;0;1100;1;1;0;1100;-;-;0
84504;2;32;2;71;1;1650;2;2;2;3323;35;53;14
84507;1;64;1;50;0;1350;1;1;0;1350;82;37;105
84508;1;23;1;86;1;1500;2;2;2;1590;93;67;15
84511;1;46;1;46;1;1000;2;2;1;2573;82;60;4
84609;1;45;2;52;1;1400;2;2;0;1400;0;68;-
84707;2;53;3;65;1;3000;1;2;1;3333;97;78;23
84711;2;36;2;69;1;1600;1;1;2;1913;100;82;10
90104;2;88;2;49;0;950;1;1;0;950;11;12;0
90107;2;24;1;94;0;810;2;2;0;2610;100;87;18
90108;1;60;1;55;0;1100;1;1;0;1100;0;18;0
90110;1;36;3;82;1;2200;1;1;0;2200;97;88;30
90202;2;61;3;34;0;833;1;1;0;833;97;72;35
90204;1;32;2;55;1;810;2;2;0;1910;97;53;18
90206;1;60;2;84;0;300;2;2;0;300;100;90;50
90210;1;75;3;79;0;2400;2;2;0;4200;90;72;70
90304;2;28;2;89;1;2450;2;2;2;5507;100;70;21
90306;1;49;2;73;1;1800;2;2;0;3600;97;72;4
90307;1;51;1;62;1;2000;2;3;0;2118;97;73;10
90401;1;70;2;69;0;1500;1;1;0;1500;97;82;20
90402;2;46;3;70;1;2500;1;1;1;6614;100;70;10
90405;2;35;3;74;1;1250;2;2;2;3823;100;80;11
90407;2;63;1;61;1;1263;1;1;0;1263;90;53;56
90408;2;57;2;53;1;1130;2;2;0;1130;65;57;1
90411;2;69;3;93;0;1700;2;2;0;3660;89;82;42
90504;2;87;1;56;0;1650;1;2;0;1650;8;42;24
90511;1;73;2;48;0;1400;1;1;0;1400;93;75;5
90602;2;25;3;83;1;1650;2;2;0;3445;100;90;14
90604;1;58;2;72;1;2200;2;3;0;5484;100;82;14
90609;2;49;3;68;0;1100;1;1;0;1100;100;77;16
90610;2;36;2;82;1;1700;1;1;0;1700;100;83;10
90611;1;28;2;76;1;1600;3;7;0;9366;100;83;18
90612;1;25;3;85;1;1800;-;4;0;7600;100;83;12
90704;1;40;3;77;1;2700;2;2;2;3004;97;75;40
90705;1;52;3;65;1;3000;2;2;2;11817;100;65;12
90707;2;80;2;54;0;1800;1;1;0;1800;97;72;2
90709;2;53;3;71;1;1700;2;2;0;5200;97;85;20
90712;2;68;3;73;0;1400;1;1;0;1400;18;38;42
90713;1;44;3;78;1;2000;2;2;2;4507;100;82;35
90805;1;59;2;74;1;2600;1;1;0;2600;73;80;3
90806;2;59;2;74;1;2300;2;2;0;4600;100;82;4
90809;1;34;3;35;1;3200;1;1;0;3200;77;55;10
90810;1;40;2;61;1;1780;-;2;0;1780;8;43;1
90811;2;49;2;72;1;900;2;2;2;2704;50;85;14
90905;2;41;3;75;1;2500;2;2;2;5004;90;75;15
90906;1;50;1;85;1;2150;2;2;2;2479;97;78;3
90907;2;71;3;62;0;1650;1;1;0;3000;32;28;42
90910;2;38;1;64;1;1500;1;1;0;1500;97;70;8
90957;2;33;2;75;1;1850;1;1;0;1850;24;70;6
91001;1;40;2;63;1;1600;2;2;3;3643;100;75;14
91002;2;60;3;76;0;2000;2;2;0;4250;97;70;32
91004;2;86;1;29;0;1200;1;1;0;1200;8;32;0
91009;2;73;1;65;0;1200;1;1;0;1200;82;72;0
91010;2;44;3;77;1;2950;1;1;2;3279;100;85;6
91102;2;26;3;69;1;1200;2;2;0;1200;97;73;21
91107;1;22;2;68;1;1500;1;1;0;1500;90;83;8
91109;2;66;1;62;0;1500;2;2;0;3000;8;22;0
91202;2;87;1;56;0;1100;1;1;0;1100;82;67;22
91203;2;68;1;64;0;2051;1;1;0;3201;93;75;24
91204;1;34;2;82;1;1800;2;2;1;3406;100;82;15
91206;1;67;2;78;0;1200;2;2;0;2600;100;77;30
91207;1;53;1;69;0;1300;1;1;0;1300;86;67;28
91208;2;51;2;72;0;1300;1;1;0;1300;100;78;11
91210;2;49;3;71;0;1190;1;1;0;1190;89;78;26
91304;1;71;3;66;1;1800;2;2;0;2800;93;80;0
91307;2;29;3;71;0;900;1;1;0;900;11;78;9
91309;1;26;2;53;1;1600;2;2;0;2100;86;58;15
91310;2;85;3;65;0;2100;1;1;0;2100;80;65;0
91409;2;36;2;71;0;600;2;2;1;706;78;67;30
91502;1;43;3;83;1;1000;2;2;3;2940;100;90;20
91607;1;67;1;72;0;1300;1;1;0;1300;15;75;0
91702;1;41;3;80;1;3670;2;2;2;3983;100;87;12
91706;2;70;3;85;0;1750;2;2;0;3530;89;67;22
91707;1;80;1;79;0;1050;2;2;0;2000;93;80;40
91708;1;45;1;76;1;1800;2;2;0;1800;100;82;5
91710;1;72;3;64;0;1890;2;2;0;3170;100;77;26
91711;2;63;2;77;0;1170;2;2;0;2760;85;72;21
100108;1;48;3;72;1;5127;2;3;0;5245;100;80;25
100110;2;44;3;66;1;4850;1;1;1;6056;93;75;15
100111;2;32;3;75;1;1550;2;2;2;1807;97;75;18
100112;1;60;2;71;1;3392;2;2;0;3392;100;68;19
100113;2;68;3;66;0;1080;1;1;0;1380;11;57;28
100203;1;50;2;69;1;2048;2;2;1;2162;86;62;28
100204;1;25;2;77;1;1850;2;2;0;2900;100;93;20
100301;1;46;2;76;1;3542;2;2;2;5625;100;80;22
100305;2;57;3;64;1;1990;1;1;0;1990;39;42;15
100308;2;44;3;74;1;1700;2;2;2;5604;16;60;12
100310;2;59;3;8;0;2400;1;1;0;2400;8;40;6
100402;1;41;3;56;1;2200;2;2;1;3156;32;60;20
100403;2;56;2;73;1;1600;2;4;0;4118;43;68;9
100405;2;75;1;56;0;1000;1;2;0;2200;24;27;0
100406;2;54;2;30;1;1700;1;2;0;1818;82;45;20
100407;1;77;3;83;0;2729;2;2;0;2729;93;80;40
100408;2;54;3;60;1;2134;1;3;0;3334;83;72;35
100409;2;77;3;85;0;1900;-;2;0;1900;68;70;30
100410;1;62;1;49;1;2000;2;2;0;2900;58;60;30
100502;1;55;1;67;1;2500;2;4;0;4100;93;78;10
100503;2;79;1;90;0;1400;1;1;0;1400;19;63;50
100504;1;63;1;77;0;1500;2;2;0;4080;57;82;50
100508;2;63;1;40;0;585;2;2;0;2485;100;77;15
100509;2;29;3;78;1;1580;2;2;2;3237;93;70;25
100510;2;55;1;83;0;600;2;2;0;2420;3;75;10
100601;1;50;3;70;1;3400;2;2;0;7080;100;87;25
100607;1;75;1;87;0;1690;2;2;0;1690;100;92;30
100610;1;31;1;91;0;406;3;5;0;3012;16;60;40
100703;2;71;3;73;0;1550;-;2;0;1550;89;85;21
100704;1;34;2;89;1;1840;2;2;2;2169;100;68;0
100706;2;71;3;73;0;1089;2;2;0;2919;89;73;25
100707;2;42;3;63;1;1750;2;2;2;4179;93;75;7
100709;1;72;1;29;0;1100;2;2;0;1800;78;53;14
100713;1;39;2;75;1;1300;2;2;1;2386;97;65;4
100801;1;47;1;65;1;2000;2;2;2;4413;93;77;15
100803;2;70;2;33;0;1200;-;2;0;1200;0;13;46
100811;1;46;2;58;1;1850;-;2;0;1850;97;72;6
100813;1;42;3;87;1;2800;2;2;3;3354;97;87;15
100901;2;33;2;70;1;1500;1;1;2;1813;100;70;5
100905;1;82;2;66;0;1080;-;2;0;1580;93;85;23
110202;2;38;3;87;1;4400;2;3;0;4518;97;75;20
110204;1;48;2;49;0;834;1;1;0;834;23;40;70
110210;1;55;3;56;0;1600;2;3;0;1800;66;45;20
110305;2;32;1;51;0;1300;2;2;2;1557;18;38;20
110307;1;23;3;78;1;1960;2;2;0;4260;43;67;20
110309;2;55;3;64;1;2350;2;2;0;2350;93;70;25
110402;1;36;3;72;1;2350;2;2;1;4540;89;72;25
110409;1;44;2;78;1;1950;2;2;3;2560;97;73;21
110502;2;32;3;43;1;1999;2;2;2;4872;100;55;8
110504;1;63;2;71;0;1650;1;1;1;1764;100;83;30
110602;1;78;2;73;0;2200;1;1;0;2200;100;82;50
110702;1;53;1;69;1;2400;2;2;0;3600;100;82;28
110703;2;54;1;48;0;400;-;3;1;940;11;45;35
110705;2;43;3;89;1;1000;2;2;0;1200;48;90;15
110706;1;36;2;67;0;1340;1;1;0;1340;100;75;21
110707;2;58;1;69;0;1225;1;1;0;1225;73;57;0
110801;2;41;3;73;1;2000;2;2;0;5200;100;70;20
110903;2;42;2;69;1;1640;2;2;1;1746;82;45;20
110904;1;24;2;85;1;2050;3;5;0;4196;100;85;50
110905;1;62;1;70;1;2400;2;3;0;2400;78;58;63
110907;2;55;1;60;1;1400;2;3;0;3518;65;33;13
110909;2;36;3;55;1;1520;1;1;2;1793;78;67;1
110912;2;61;1;68;0;850;2;2;0;2445;33;63;42
110913;2;86;2;78;0;1400;1;1;0;2340;18;77;49
111102;2;31;2;80;1;1400;1;1;0;1400;100;80;42
111104;2;61;2;21;0;1100;1;1;0;1100;81;65;42
111107;1;73;1;82;0;1400;1;1;0;1400;100;87;63
111109;2;51;2;63;1;1500;1;1;2;1829;65;78;35
111203;1;34;2;70;1;1500;2;2;1;3306;86;72;7
111206;1;67;1;78;0;1285;1;1;0;1285;100;78;56
111207;1;22;2;78;1;1500;1;3;1;1590;100;80;28
111208;1;62;1;72;0;1400;2;2;0;1460;93;85;84
111210;2;62;2;55;0;1104;1;1;0;1104;0;15;28
111303;2;41;3;86;1;1450;2;2;2;3304;86;90;3
111306;1;33;2;82;1;1800;2;3;1;1890;12;82;13
111401;2;59;1;87;0;1600;1;1;1;1714;86;73;70
111403;2;56;3;78;1;2200;2;4;0;9050;83;75;10
111503;1;59;1;26;0;1200;1;2;2;2353;12;28;84
111508;1;59;1;71;1;1835;2;2;0;1835;63;80;14
111602;1;58;1;57;1;1500;1;1;0;1500;90;70;49
111604;2;43;3;73;1;1200;2;2;1;2506;48;65;21
111607;2;88;2;57;0;1080;2;2;0;1080;14;45;79
111609;1;29;1;74;1;1650;2;2;0;3050;100;73;21
111701;1;22;-;74;1;400;3;2;0;2518;97;48;70
111703;1;60;1;87;1;2300;2;3;0;3268;100;92;18
111706;1;40;2;56;1;1690;1;1;1;1690;89;53;21
111707;1;58;2;77;0;1600;2;2;0;3400;86;72;30
111709;1;51;1;64;1;1500;1;1;0;1500;100;75;37
111710;2;61;1;70;0;1200;1;2;0;3400;11;20;42
111711;1;35;2;57;1;2200;1;1;0;2200;100;75;20
111807;2;47;2;69;1;1900;2;2;1;2014;97;67;16
111810;1;52;2;75;1;2000;2;2;0;2000;82;88;12
111901;2;31;2;78;1;1350;2;2;1;3464;100;78;6
111906;2;38;3;58;1;3000;2;2;1;3106;100;83;15
111908;2;59;2;87;0;1300;2;2;0;2630;100;87;42
111909;2;66;1;63;0;1300;1;1;0;1300;73;78;21
112001;2;64;3;74;0;1650;2;2;0;4350;97;80;40
112003;2;49;3;71;1;2500;2;2;2;3413;53;63;10
112006;2;61;2;72;0;1200;1;1;0;1200;97;83;35
112008;2;84;2;58;0;1029;1;1;0;1029;8;45;30
112009;2;62;3;32;1;800;2;2;0;2800;53;8;35
112010;1;51;2;71;1;2200;2;4;0;4758;100;77;12
112105;2;31;2;65;1;1200;2;2;2;4124;56;82;7
112201;1;63;3;79;1;6200;2;3;0;10500;97;87;38
112202;2;92;1;74;0;800;2;2;0;2100;15;75;70
112204;2;77;1;54;0;1175;1;2;0;1175;89;93;6
112302;2;36;2;90;1;1450;2;2;0;3550;15;70;21
112307;1;52;2;66;1;2300;2;2;0;2800;100;82;18
112402;2;54;2;69;0;1100;1;2;1;1433;15;82;9
112405;1;78;1;56;0;1413;1;1;0;1413;93;88;21
112407;2;37;2;71;1;1600;2;2;1;3914;100;83;14
112408;2;43;2;51;0;1200;1;2;4;2375;97;63;30
112410;2;55;3;61;1;1720;-;3;0;5820;33;72;6
112501;2;72;1;6;0;1025;1;1;0;1025;3;7;56
112502;1;22;1;74;0;400;3;2;0;1780;100;78;70
112504;2;62;2;49;0;1300;1;1;0;1300;86;27;21
112505;2;30;2;77;1;900;2;2;0;1434;100;60;7
112506;2;64;3;70;0;1940;1;2;0;3540;90;78;35
112507;1;85;1;35;0;1200;2;4;0;3250;8;25;70
112510;1;69;1;62;0;1300;1;1;0;1300;100;80;56
112601;1;52;1;61;0;595;1;1;0;595;8;35;50
112604;2;32;2;71;0;1050;2;2;1;1140;18;23;7
112605;1;34;1;88;1;1600;2;2;2;2857;93;90;35
112607;1;83;1;82;0;1300;2;2;0;2400;80;83;21
112610;2;70;2;57;0;1500;2;3;0;3000;52;30;42
112611;2;70;1;48;0;1500;1;2;0;1500;19;58;70
112701;2;36;-;76;1;1200;1;1;3;1810;90;65;7
112702;2;49;2;70;0;1200;1;1;0;1200;8;40;28
112703;2;55;1;63;1;650;2;2;0;2750;93;57;5
112704;2;37;2;72;1;1600;2;2;2;3773;97;65;10
112709;1;32;1;38;0;830;1;1;0;830;90;58;56
112710;1;28;-;42;0;812;1;1;0;812;100;68;14
112804;2;44;3;83;1;2200;-;2;0;3940;100;88;15
112806;2;39;1;51;0;930;1;1;2;1211;48;20;7
112807;1;44;2;71;1;1690;2;2;2;2346;97;88;20
112811;1;73;3;67;0;1911;2;2;0;3911;62;65;42
112909;2;41;2;93;1;1500;2;3;2;2130;18;37;14
112910;2;46;2;70;1;1700;1;1;2;2013;100;70;6
113006;2;55;3;87;1;1950;2;3;0;3820;69;52;20
113008;2;43;2;50;1;1250;1;1;0;1250;11;50;14
113106;2;41;2;83;1;1000;2;2;1;4606;100;77;52
113301;2;67;3;66;0;2215;2;2;0;5015;93;67;40
113305;2;39;2;56;0;1311;1;1;3;1865;97;72;35
113401;2;43;3;75;1;2450;1;1;2;2779;97;63;10
113407;2;68;2;48;0;365;2;3;0;365;100;72;42
113503;2;41;1;26;1;800;2;2;0;800;-;-;15
113602;1;43;1;13;0;2000;1;1;2;2329;8;3;90
113608;2;65;2;79;0;1200;2;2;0;1200;89;65;55
113609;1;53;2;54;1;1167;2;2;3;1760;97;77;50
113702;2;79;1;46;0;1110;1;1;0;1110;82;40;80
113705;2;28;2;70;0;1100;1;1;2;1357;100;63;14
113710;2;41;2;56;0;930;2;2;2;1187;100;60;14
113801;2;28;1;56;0;1400;1;1;1;1506;32;38;10
113803;2;87;3;75;0;1370;1;1;0;1370;4;42;39
113808;2;44;3;69;1;1600;1;1;3;2162;97;75;7
113809;2;72;1;76;0;1200;1;1;0;1200;97;85;35
113909;2;51;1;74;0;189;2;2;0;1375;0;45;84
113911;1;58;3;78;0;1200;1;1;0;1200;97;80;64
114001;1;52;3;72;1;3000;1;1;0;3000;100;78;16
114004;1;58;1;72;0;1400;2;2;0;1400;14;27;2
114005;2;72;1;88;0;1500;2;2;0;3772;89;68;20
114006;1;49;2;70;1;2000;1;1;0;2000;100;83;12
114009;2;71;1;65;0;1300;1;1;0;1300;100;75;40
114011;2;60;3;74;0;2010;2;2;0;2010;53;38;30
114104;1;56;3;74;1;2500;1;1;0;2500;100;80;12
114105;1;57;3;67;1;2000;1;1;0;2000;100;80;15
114106;1;50;2;82;1;1850;1;1;1;1956;100;85;10
114108;1;40;1;71;1;986;2;2;1;2276;100;87;15
114110;2;23;2;70;0;425;3;2;0;2443;19;55;20
114111;1;53;2;83;1;3750;2;4;1;6193;100;73;7
114206;1;39;2;77;1;2250;2;3;1;10785;100;80;10
210101;1;45;2;49;1;1600;2;2;0;3350;89;33;24
210113;1;41;1;50;1;1750;2;2;3;2312;100;77;0
210202;1;58;1;71;1;2300;1;2;0;2300;93;78;21
210203;1;77;2;82;0;2300;2;2;0;2300;100;83;35
210207;1;45;3;85;1;1500;2;2;0;3100;83;73;21
210210;2;39;2;78;1;2000;1;1;1;2114;32;73;21
210303;2;59;2;62;1;2000;1;1;0;2000;23;48;40
210304;1;49;3;70;1;2200;2;2;0;2200;8;50;20
210305;1;27;2;73;1;2000;2;2;0;2000;77;88;40
210307;2;37;2;68;1;1800;1;1;2;2129;82;63;30
210309;1;34;3;68;1;1200;2;2;2;1473;100;93;25
210310;1;38;-;93;0;530;2;2;3;1902;65;88;30
210409;1;47;2;66;1;1850;1;1;0;1850;89;88;40
210414;2;66;1;78;0;445;2;2;0;3406;69;87;28
210509;2;67;2;79;0;700;2;2;0;5200;100;92;17
210603;2;34;3;77;1;1807;2;2;1;4097;28;63;10
210606;2;36;3;65;1;1363;2;2;2;1667;85;58;14
210607;1;49;2;75;1;685;2;2;3;3495;23;70;25
210701;1;67;3;71;0;1907;2;2;0;2381;93;88;35
210702;1;63;2;60;0;1680;2;2;0;1680;44;33;28
210703;2;60;1;64;0;1200;2;2;0;2700;93;78;50
210802;2;55;2;69;1;1450;1;1;0;1450;52;70;14
210905;2;64;2;71;0;1200;2;2;0;2400;27;62;28
210909;1;67;1;83;0;1310;-;4;0;1310;73;87;18
210910;2;31;2;71;1;1400;2;2;3;1922;93;63;12
211001;1;65;1;67;0;1604;2;2;0;1604;100;80;56
211002;2;36;3;75;1;2450;2;2;2;2754;48;83;15
211003;1;81;1;75;0;1490;2;2;0;2490;36;35;5
211004;2;74;1;40;0;1296;1;1;0;1296;100;70;28
211005;1;29;2;78;1;2950;2;2;1;3040;12;77;7
211303;2;27;2;78;1;1550;1;1;0;1550;97;85;30
211306;2;73;3;69;0;2100;1;1;0;2100;50;63;40
211309;2;66;3;60;0;1341;1;1;0;1341;89;72;45
211402;1;68;1;68;0;1300;2;2;0;2900;97;85;45
211404;1;61;2;65;1;2508;2;2;0;4808;97;80;28
211406;2;42;2;73;1;2200;1;1;2;2504;97;85;15
211501;2;55;2;87;0;1365;2;2;0;3065;15;85;45
211503;1;61;3;71;1;2430;2;3;0;6130;15;88;20
211504;1;37;2;93;1;2200;2;2;2;4504;97;82;20
211509;2;82;1;76;0;1100;1;1;0;1100;100;80;35
211602;1;35;3;84;1;2500;2;2;0;2500;97;83;25
211609;1;41;3;78;1;2000;2;2;1;4606;83;57;10
211701;2;57;2;62;0;575;1;1;0;575;15;23;68
211702;1;83;1;93;0;1300;1;1;0;1300;100;88;25
211708;2;28;2;79;1;1650;1;1;1;1740;-;-;6
211710;1;57;3;72;1;3090;2;3;0;3090;100;93;23
211801;1;52;2;74;0;800;2;2;0;3815;93;62;28
211804;2;45;2;69;1;1736;2;2;1;3444;11;77;21
211805;2;51;2;69;1;1600;2;3;0;3800;83;63;14
211807;1;66;3;74;0;1850;2;3;0;2750;15;80;45
211809;2;29;2;76;1;1530;2;2;2;3487;97;87;5
220103;2;28;1;69;0;1470;1;1;2;1743;93;65;0
220104;1;45;1;57;1;2000;2;2;1;3364;97;67;0
220107;2;77;3;58;0;1560;1;1;0;1560;85;37;10
220112;2;51;1;68;1;1650;2;2;2;2159;-;-;2
220113;1;33;1;60;0;1450;2;2;5;2542;100;68;10
220202;2;72;3;63;1;861;2;2;0;861;93;87;50
220205;2;24;3;76;1;1100;2;4;0;2800;100;72;20
220210;1;78;3;34;0;1300;1;1;0;1300;23;40;60
220302;2;67;1;65;0;830;-;2;0;1320;-;-;20
220305;2;63;2;48;0;1100;2;2;0;3300;93;67;15
220307;2;84;1;53;0;1450;1;1;0;1450;-;-;0
220310;2;59;1;61;1;1300;2;2;0;1700;93;67;10
220312;1;44;2;69;1;800;2;2;2;2804;100;73;10
220403;1;72;3;67;0;1400;1;1;0;1400;85;68;20
220404;2;69;1;57;0;900;1;1;0;900;-;-;0
220416;1;37;3;78;1;3900;2;2;0;3900;-;-;10
220417;2;46;1;77;1;1300;1;3;0;1646;-;-;10
220505;1;75;3;53;0;1900;2;2;0;3800;86;73;39
220509;1;71;2;53;0;1400;2;2;0;1400;43;67;39
220601;2;69;1;82;0;950;1;1;0;950;93;82;42
220603;2;52;2;88;0;835;2;2;0;2085;4;70;37
220605;1;39;2;41;1;2400;2;2;2;3654;100;90;33
220612;1;64;3;85;0;2100;1;1;0;2100;97;88;80
220701;1;47;2;71;1;1400;1;1;0;1400;97;78;49
220702;2;95;1;76;0;1250;1;1;0;1250;63;85;91
220706;2;52;1;11;1;1200;1;1;0;1200;78;8;42
220707;1;37;2;86;1;1590;2;2;0;1590;100;72;28
220801;2;81;1;71;0;1500;1;1;0;1500;3;72;98
220804;1;88;2;90;0;2300;2;2;0;2445;100;85;49
220901;2;81;1;63;0;1160;1;1;0;1160;-;-;15
220902;1;41;1;65;1;3000;2;2;4;3843;97;73;0
220909;1;26;2;72;1;1750;-;2;0;3600;-;-;10
220914;1;79;1;66;0;2030;2;2;0;2030;89;68;30
230102;2;37;1;49;0;1400;1;1;2;1681;19;25;15
230104;2;36;3;78;1;1950;2;2;2;4323;90;68;14
230106;2;41;2;73;1;1550;1;1;0;1550;100;78;25
230109;1;22;2;89;1;2000;2;2;0;2000;100;90;25
230110;2;73;3;77;0;2200;-;3;0;2200;90;85;45
230111;2;59;2;81;1;1700;2;2;0;3200;100;90;20
230203;2;74;1;21;0;1140;1;1;0;1140;43;63;36
230204;1;79;1;70;0;1200;2;2;0;3340;53;82;42
230210;1;67;2;61;0;1170;2;2;0;1170;67;68;6
230214;1;65;1;53;0;1405;2;2;0;1405;73;80;44
230303;2;60;2;84;1;2500;2;2;0;6500;100;82;25
230306;1;30;2;72;1;1750;3;3;0;4700;100;77;50
230307;2;61;2;70;1;1000;2;3;0;3468;100;72;7
230401;1;82;3;72;0;2100;1;1;0;2100;100;92;8
230403;2;74;2;71;0;1200;1;1;0;1200;97;97;40
230404;2;55;1;66;1;1400;2;2;0;3200;100;85;28
230505;1;66;1;74;0;1200;2;2;0;2300;97;78;42
230506;2;47;2;79;1;1250;1;2;1;1583;100;88;14
230508;1;37;3;73;1;2800;1;1;3;2800;90;38;21
230510;1;31;2;58;1;2050;1;1;2;2050;86;78;10
230511;1;84;1;87;0;1399;2;2;0;2798;100;90;53
230806;2;46;1;80;1;1200;2;2;1;3314;24;58;15
230808;1;41;3;89;1;833;2;2;2;2746;100;100;8
230809;2;39;3;68;1;2400;2;2;2;4713;97;83;14
230810;2;33;3;76;1;1300;2;2;2;3454;80;82;26
230811;2;30;1;92;1;1100;2;2;2;2604;86;93;40
230812;1;56;3;81;1;6000;2;5;0;4846;100;85;21
230861;1;59;3;50;1;1000;1;1;0;11000;93;50;5
230902;2;25;-;51;0;400;1;1;0;400;90;47;55
230903;1;67;3;63;0;2500;1;1;0;2500;100;93;52
230905;2;53;2;77;1;1700;1;2;0;3000;100;91;30
230906;2;47;2;65;0;1100;2;2;0;1710;11;72;80
230907;1;78;1;93;0;1400;2;2;0;1400;89;87;7
230908;1;72;2;72;0;1900;2;2;0;1900;89;93;40
230909;1;70;1;62;0;1000;2;2;0;2100;100;73;40
230918;1;38;3;54;1;1500;2;2;0;1550;85;68;24
231003;2;78;1;79;0;1250;1;1;0;1250;100;92;46
231009;2;65;3;76;0;1850;2;2;0;1850;93;87;4
231010;2;61;1;74;0;1500;2;2;0;2998;100;92;30
231102;2;41;2;76;1;1700;2;2;2;2004;100;62;6
231103;2;42;1;73;1;1000;2;4;0;1346;100;70;0
231106;2;26;3;79;1;2000;2;2;0;4650;100;85;1
231107;1;22;3;71;1;500;3;3;0;3300;82;67;6
231109;2;72;3;83;0;1700;2;2;0;3200;100;68;28
231110;2;43;1;76;1;1700;2;2;1;3714;100;62;4
231153;1;81;1;78;0;1010;1;1;0;1010;18;65;25
240108;1;76;3;71;0;1896;2;2;0;1896;39;78;20
240115;2;51;2;77;1;1700;2;2;1;2464;78;80;10
240203;1;93;1;70;0;1500;2;2;0;1500;59;60;21
240205;1;42;3;70;1;1950;2;2;1;3540;15;65;10
240210;1;82;1;67;0;1500;1;1;0;1500;3;60;20
240211;2;77;2;67;0;1200;1;1;0;1200;100;73;8
240215;2;76;1;69;0;3000;1;3;0;3000;73;80;35
240305;2;32;3;81;1;1820;2;2;1;1910;83;77;14
240309;2;38;2;83;1;1800;1;1;1;1914;100;90;26
240310;2;50;2;89;1;1800;2;2;1;2696;97;92;20
240312;2;49;2;75;1;1600;2;4;0;4696;100;90;17
240505;2;56;2;69;1;1945;1;2;1;2278;97;73;10
240605;2;47;3;76;1;2300;2;3;1;4833;93;83;20
240606;1;50;3;82;0;1500;1;1;1;1614;100;85;10
240701;1;57;3;62;1;5000;1;1;0;5000;89;83;5
240706;2;85;1;61;-;1240;1;1;0;1240;8;50;45
240711;2;60;1;73;1;2975;1;2;0;3093;100;92;14
240806;1;37;3;55;1;2000;1;1;2;2304;97;35;35
240808;1;48;3;86;1;2200;2;3;0;5618;100;87;10
240810;2;33;3;67;1;1550;2;2;2;1807;97;83;16
240811;2;33;2;66;1;1200;2;2;4;1513;69;87;10
240904;1;58;2;66;1;5000;1;1;0;10700;97;80;80
240906;1;50;2;76;1;500;1;2;0;618;100;80;20
240907;2;45;1;46;1;1100;2;2;0;3450;23;30;75
240909;1;48;2;50;1;2250;1;1;0;2250;100;87;45
240911;1;42;3;78;1;1800;2;2;2;4173;89;52;12
240913;2;67;1;68;0;1200;2;2;0;2700;90;68;30
240914;1;30;2;78;1;2000;3;6;1;13857;97;80;35
241005;1;66;3;62;0;1250;1;1;0;1250;82;35;40
241007;2;71;1;70;0;1350;2;2;0;3240;100;75;25
241008;1;72;2;74;1;2000;2;2;0;3200;60;83;30
241016;1;72;2;73;0;3450;2;2;0;7450;97;88;25
241066;2;33;3;85;0;1750;2;2;1;4240;93;77;15
250104;1;36;1;79;1;1700;2;2;3;4062;93;77;25
250106;2;40;3;90;1;1650;1;1;2;1979;100;88;30
250108;2;52;1;16;1;1000;2;3;1;1333;100;82;70
250109;2;33;3;72;1;3000;2;2;3;3522;100;87;2
250203;2;69;1;54;0;1220;1;1;0;1220;79;40;49
250302;1;57;3;72;0;1200;1;1;0;1200;100;87;25
250307;2;78;1;82;0;1450;1;1;0;1450;50;35;21
250310;1;54;1;11;0;1170;2;2;0;1170;0;18;0
250402;1;35;1;51;1;1900;2;2;2;2157;93;62;40
250403;1;64;1;83;0;1500;2;2;0;2700;97;77;40
250408;1;47;2;71;1;970;2;2;0;1870;100;67;40
250501;1;52;2;47;1;1200;1;1;0;1200;100;62;63
250502;2;53;1;57;1;1800;1;1;0;1800;100;77;49
250504;2;81;3;72;0;1520;1;1;0;1520;89;72;70
250505;1;71;1;62;0;1400;1;1;0;1400;100;77;105
250509;1;48;2;58;0;1450;1;2;0;1568;86;47;49
250511;1;31;2;74;1;1600;2;2;1;3090;100;80;35
250514;1;83;2;54;0;1700;2;2;0;3000;0;20;84
250515;1;27;1;76;0;1190;3;3;0;3390;89;73;70
250601;1;76;3;80;0;1800;2;2;0;3105;86;82;30
250603;1;54;2;47;1;1100;2;2;0;3060;93;68;40
250701;1;52;1;71;1;2300;1;1;0;2300;90;58;18
250702;2;52;1;73;1;1300;1;1;0;1300;65;43;10
250905;2;65;3;86;0;1100;2;2;0;3100;100;80;18
250906;1;39;2;73;1;1600;2;3;0;3400;100;82;17
250907;2;36;3;80;1;2400;2;2;0;4600;100;75;16
250909;2;87;1;70;0;1079;1;1;0;1079;93;67;28
251003;1;64;1;59;1;1500;1;1;0;1500;93;75;-
