"ind_ID";"ind_gender";"ind_age";"ind_edu";"ind_happy";"ind_atwork";"ind_income";"hh_pos";"hh_nadult";"hh_nchild";"hh_income";"health_fys";"health_emo";"leis_time"
32803;2;45;3;90;1;5775;2;2;3;7337;100;87;20
32806;1;47;3;66;1;1600;2;2;2;4778;97;60;30
32813;2;35;3;80;1;2900;2;2;2;5557;97;70;20
32902;1;67;3;53;1;3168;2;2;0;5268;28;48;56
32911;2;44;3;73;1;3000;2;2;2;8279;86;75;20
33006;2;45;3;91;1;3500;2;3;1;7633;97;83;20
33011;2;51;3;54;0;1200;1;1;2;1529;53;40;28
33102;1;87;3;48;0;1600;1;1;0;1675;69;70;14
33104;2;41;3;81;1;4000;2;2;1;7236;93;45;10
33106;2;62;1;90;0;1300;2;2;0;3700;100;93;40
33108;2;67;3;67;1;2917;1;1;0;2917;100;83;5
33112;1;30;3;77;1;1850;2;2;0;4965;97;75;50
33204;2;32;2;51;0;1100;1;1;4;1903;100;68;14
33210;1;38;3;64;1;918;2;2;0;916;100;75;6
33309;2;56;3;78;1;3100;1;2;0;3418;100;72;35
33311;2;30;2;69;1;1250;1;1;1;1356;100;82;20
33402;1;71;3;49;0;1000;1;1;0;1000;82;77;40
33405;2;33;3;81;1;4000;2;2;2;4257;100;67;4
33408;2;38;3;48;1;2400;2;2;2;2657;90;78;15
33412;2;37;3;74;1;2650;1;1;2;2954;89;72;20
33511;2;64;1;74;0;1499;2;2;0;1499;24;68;38
33512;2;61;-;82;1;2700;-;4;0;4454;97;87;68
33602;2;57;1;56;0;400;2;2;0;1300;-;-;0
33603;1;45;1;63;1;1600;-;4;0;6200;100;75;4
33604;1;42;1;73;1;1450;2;2;1;1556;97;67;0
33607;1;37;1;60;0;860;3;4;2;2517;-;-;0
33608;1;69;1;61;0;1250;1;1;0;1250;82;58;0
33702;1;26;3;67;1;2100;2;2;0;2100;100;75;20
33802;2;63;2;64;1;1200;2;2;0;2912;97;63;15
33809;2;50;2;71;1;1000;2;5;0;4056;62;82;4
33901;1;54;2;64;0;1150;-;2;0;1150;73;72;50
33903;1;47;3;70;1;2900;2;2;0;6230;97;82;14
33905;2;43;2;75;0;1100;1;1;1;1206;100;73;49
33907;1;65;2;57;0;2000;1;1;0;4000;100;58;70
40101;1;38;2;77;1;1800;1;1;0;1800;26;73;35
40102;1;68;1;70;0;1300;2;2;0;1300;65;85;30
40109;2;37;3;38;0;933;-;2;0;2633;0;20;7
40112;2;41;1;49;0;1000;1;2;1;1285;-;-;10
40113;1;23;2;76;1;1500;3;5;0;3346;89;83;30
40115;1;34;2;78;1;1700;2;2;0;3370;100;82;40
40201;2;82;1;77;0;1200;2;2;0;1200;8;38;0
40202;1;30;1;73;1;1650;2;3;2;3832;100;78;3
40204;1;39;2;69;1;2000;2;2;5;3077;100;80;1
40206;1;56;1;78;1;1300;2;2;0;1300;93;80;20
40208;1;75;2;86;0;1200;2;2;0;2200;82;85;0
40209;1;35;3;64;1;1500;2;2;0;3400;100;83;10
40210;1;41;1;78;0;1300;1;1;0;1300;26;63;15
40303;1;29;2;75;1;2300;2;2;0;4530;93;90;20
40305;1;65;2;85;0;1311;2;2;0;1311;86;85;50
40309;1;27;2;76;1;1767;2;2;1;3397;82;80;5
40310;1;47;1;66;1;2000;2;2;0;2900;89;37;10
40402;1;36;2;76;1;1500;2;2;2;3123;97;78;11
40407;1;41;3;40;1;10000;2;2;3;16002;89;40;4
40410;1;43;3;71;1;2500;1;1;1;2606;100;87;30
40411;2;39;1;35;1;1070;1;1;1;1184;65;18;14
40512;1;61;3;89;1;1495;2;4;0;1613;100;87;30
40602;2;46;2;66;0;1100;1;2;1;1433;15;53;21
40603;2;39;3;77;1;2357;1;1;1;2471;97;85;25
40609;1;37;2;48;1;2000;2;2;2;2257;59;50;10
40705;1;36;2;64;1;1700;1;1;0;1700;82;63;20
40706;2;52;3;65;1;2300;2;3;0;2418;18;62;14
40708;1;33;3;86;1;1800;2;2;1;3490;90;85;30
40801;2;25;2;51;1;2150;3;2;0;3478;100;63;34
40803;2;70;1;53;0;1523;-;3;1;5389;88;83;31
40804;2;71;1;74;0;1190;1;1;0;1190;35;83;21
40909;1;32;3;64;1;1600;2;2;1;3340;100;78;18
41003;1;45;3;75;1;4000;2;2;2;4313;100;77;4
41005;1;76;2;86;0;1836;2;2;0;1836;100;88;30
41006;2;69;3;76;0;2200;2;2;0;2200;100;75;30
41010;2;49;2;62;1;2400;1;2;0;2518;33;78;15
41105;2;28;2;64;0;1100;1;1;1;1190;8;45;41
41106;2;50;2;74;1;1810;1;1;1;1924;97;82;10
41108;1;31;3;82;1;3000;2;2;0;4870;100;63;3
41203;2;55;3;65;0;1400;1;1;0;1400;23;58;28
41204;1;78;1;64;0;1850;2;2;0;1850;85;90;3
41205;2;77;1;78;0;1200;1;1;0;1200;7;20;14
41210;1;51;1;66;1;1990;1;1;0;1990;83;68;7
41211;2;43;3;66;1;1700;1;1;3;2310;97;60;14
41306;1;95;1;86;0;1472;1;1;0;1472;81;48;30
41308;1;45;2;61;0;1050;2;2;2;1379;82;85;1
41309;1;74;1;79;0;1850;2;2;0;1850;82;90;28
41401;2;87;1;56;0;1100;1;2;0;2450;75;82;0
41402;1;54;2;77;0;1100;1;1;0;1100;17;38;26
41505;1;36;2;71;1;2500;2;2;1;4206;23;43;0
41508;1;30;2;62;1;1700;2;2;0;3000;100;83;0
41513;1;44;3;74;1;1500;2;2;2;1773;100;98;3
41515;1;48;1;88;1;1750;2;2;1;1864;90;92;25
41601;1;62;1;82;0;1600;2;3;0;1600;93;78;17
41603;1;34;2;77;1;2200;2;2;2;3070;8;77;22
41606;1;42;1;88;1;1700;2;3;0;3900;100;92;4
41607;2;32;2;75;1;1650;1;1;1;1756;86;88;20
41610;2;65;3;94;0;1250;2;2;0;2710;86;90;20
41611;1;37;2;90;1;2300;-;2;0;2300;39;75;2
41614;2;45;2;78;1;2000;2;2;2;2313;28;77;0
41702;1;68;2;77;0;2000;2;2;0;2290;89;83;35
41709;1;67;3;72;0;2100;2;2;0;3660;100;90;40
41710;1;62;2;71;0;1396;2;2;0;3496;86;82;35
41711;2;51;2;64;1;870;2;3;0;988;8;73;40
41807;2;71;2;82;0;1200;1;1;0;1200;15;63;8
41904;2;22;1;79;1;800;3;4;0;3750;74;92;42
41906;2;48;2;92;1;1000;2;2;0;3450;82;77;5
41910;1;24;1;64;1;1300;3;3;2;3129;73;47;5
42002;2;77;1;58;0;1166;1;1;0;1166;11;45;4
42005;1;88;2;77;0;2300;2;2;0;2300;65;68;7
42007;1;62;1;50;0;1378;2;2;0;1378;97;100;14
42011;2;39;2;75;1;1900;1;1;2;2213;100;85;4
42105;2;47;2;75;1;2400;1;1;0;2400;100;85;14
42106;2;19;2;76;1;450;3;2;0;2445;93;85;30
42109;2;43;3;62;1;2100;1;1;0;2100;97;58;25
42202;1;62;1;69;0;1620;2;2;0;1620;89;78;21
42204;1;73;3;73;0;1480;1;1;0;1480;100;90;35
42206;2;33;3;70;1;2150;2;2;2;2454;97;85;12
42209;2;34;2;95;1;1395;2;2;2;4168;100;73;14
42303;2;73;1;71;0;1501;1;1;0;2001;100;90;21
42306;2;69;2;72;0;600;2;2;0;3000;43;72;28
42308;2;52;2;70;1;1500;2;2;0;3200;11;47;3
42310;1;56;1;55;1;2650;2;3;0;2650;15;77;21
42401;2;36;1;31;0;1100;1;1;2;1381;88;68;40
42405;1;72;3;42;0;4000;1;1;0;4000;69;67;50
42408;1;54;2;78;1;2000;2;2;0;2000;100;90;30
42411;1;51;2;66;1;2850;1;1;1;2850;97;75;4
42501;2;89;1;67;0;1400;1;1;0;1400;15;67;8
42502;1;58;2;62;1;2400;1;2;0;2518;100;85;14
42510;1;71;2;76;0;728;2;2;0;1895;15;78;86
42602;1;64;3;51;0;2600;2;2;0;2600;93;72;42
42605;1;53;1;64;0;1780;2;2;0;1780;15;72;55
42611;2;36;3;71;1;2100;1;1;1;2190;100;87;7
42703;1;54;2;72;1;2400;1;1;0;2400;100;82;3
42709;1;70;2;89;0;1300;2;2;0;2400;97;97;45
42801;2;63;3;70;1;2580;1;1;0;2580;100;93;10
42803;1;47;2;88;1;1650;2;2;0;4100;93;88;35
42804;1;58;1;93;0;2200;2;4;0;4690;93;80;35
42806;2;82;1;84;0;1125;1;1;0;1125;0;68;49
42807;2;52;2;70;1;1450;1;2;0;1450;89;83;14
42808;1;76;2;68;0;1756;1;1;0;1756;93;75;40
42809;2;71;3;77;1;3040;2;2;0;3040;93;85;8
42902;2;88;1;74;0;1168;1;1;0;1168;23;42;0
42903;2;46;1;73;1;1500;1;2;0;1618;8;75;8
42908;2;35;3;67;0;1300;2;2;1;1390;24;72;5
42909;2;51;3;68;1;2050;1;2;1;2383;100;90;18
50102;2;45;1;79;1;1650;2;2;1;6756;97;78;16
50105;1;45;3;73;1;2400;1;1;0;2400;100;85;25
50106;1;54;-;75;1;2000;2;4;0;4318;93;85;12
50108;2;49;3;73;1;4000;2;2;3;12327;93;90;12
50109;2;43;3;91;1;1300;2;2;4;2159;100;87;6
50112;2;37;2;83;1;1700;1;1;3;2262;86;52;6
50205;1;84;3;74;0;2900;2;2;0;9700;14;32;35
50208;2;25;2;77;1;1500;3;4;0;4950;48;98;15
50209;1;68;2;74;0;1598;2;2;0;2588;100;93;35
50308;2;83;1;64;0;1250;1;1;0;1250;4;58;7
50310;1;41;3;65;1;2500;2;3;2;5430;77;65;12
50401;2;47;3;61;1;1600;1;1;1;1706;56;57;14
50506;2;54;3;63;1;2050;1;1;1;3214;100;58;7
50508;1;48;3;60;0;1800;1;1;0;1800;13;8;8
50509;1;62;3;83;1;1500;2;2;0;2700;97;97;25
50706;2;82;1;54;0;1340;1;1;0;1340;93;53;44
50709;1;51;2;62;1;1700;2;2;1;3014;97;77;20
50801;2;70;1;53;0;1150;1;1;0;1150;8;52;56
50803;2;67;3;74;0;2050;2;2;0;2050;100;85;50
50807;1;30;3;74;1;2200;2;2;0;4350;93;77;60
50810;2;38;3;78;1;1680;2;2;2;1937;100;83;15
50812;2;52;3;72;1;1800;2;3;1;2133;93;87;10
50813;1;79;3;44;0;1000;1;1;0;1000;14;67;21
50814;1;78;3;88;0;2100;2;2;0;3600;97;90;63
50816;1;88;2;62;0;600;1;1;0;600;89;90;40
50903;1;61;3;73;1;100;2;2;0;5933;100;80;10
50905;2;39;2;88;0;1300;1;1;1;1406;97;82;17
50907;2;27;3;84;1;1300;-;4;0;3445;90;92;24
50908;2;46;2;49;0;1300;1;2;1;1633;68;37;7
51003;2;43;3;74;1;1800;2;2;2;4887;12;37;18
51006;2;38;3;68;1;2500;2;2;2;7813;86;85;24
51007;1;54;2;63;1;3000;1;1;0;3000;97;77;27
51009;1;59;1;50;0;1250;2;2;0;2250;100;93;70
51105;1;40;3;67;1;2300;2;2;1;6106;20;60;28
51106;1;57;1;94;0;900;2;2;0;2500;3;43;105
51107;2;63;2;83;0;1700;2;2;0;5200;89;80;40
51111;1;37;3;77;1;2000;2;2;1;4190;93;85;7
51201;2;63;3;78;0;1200;2;2;0;2350;97;88;41
51203;2;71;3;75;0;1500;2;2;0;2700;85;83;2
51208;1;62;2;78;1;800;2;2;0;1100;96;88;0
51303;1;54;1;59;0;80;2;3;0;160;8;40;0
51305;1;41;3;90;1;3500;2;2;2;6504;100;95;21
51308;2;29;2;80;1;1400;1;1;1;1490;90;48;0
51310;1;69;1;84;1;1736;2;2;0;2936;100;98;20
51311;1;32;3;76;1;1860;1;1;1;1950;100;80;20
51401;1;41;2;66;1;1700;2;2;0;3400;33;70;36
51404;2;81;1;49;0;1200;1;1;0;1200;78;67;10
51405;2;69;1;65;0;1200;2;3;0;2300;93;78;28
51411;1;78;3;69;0;1500;1;2;0;1500;-;-;28
51503;2;77;1;68;0;700;2;2;0;700;53;53;42
51505;2;49;3;87;1;1433;2;2;0;1433;56;58;42
51511;1;37;3;73;1;2750;2;2;0;5010;90;77;30
51602;1;48;2;51;0;1800;1;1;0;1800;-;-;50
51603;1;50;3;72;1;3200;2;2;0;5700;89;88;40
51604;2;49;2;85;1;1100;2;2;0;2820;100;87;32
51608;1;80;1;66;0;1700;2;2;0;2800;100;82;28
51612;2;59;2;76;1;1050;1;1;0;1050;97;65;30
51703;2;83;2;74;0;1000;1;1;0;1500;93;73;40
51704;1;51;3;69;1;2100;1;1;0;2100;-;-;28
51707;1;54;2;47;1;1450;1;3;0;1568;15;55;14
51708;2;43;3;65;1;2100;1;1;0;2100;-;-;28
51901;1;44;3;76;1;2300;2;2;3;5167;100;80;12
51903;1;42;1;78;1;2350;2;2;0;3450;100;78;40
51904;1;51;3;73;1;2500;2;3;1;4383;15;85;15
51907;1;41;3;71;1;2740;2;5;2;4346;97;88;22
51910;1;68;3;77;0;2500;2;2;0;3000;97;80;40
52004;2;47;2;68;1;980;2;2;2;4293;100;82;12
52007;1;67;2;67;0;2000;2;3;0;2000;100;80;21
52012;1;42;3;67;1;2000;1;2;0;2000;93;85;7
52103;1;78;1;76;0;1700;2;2;0;1700;76;77;21
52104;2;49;1;46;0;900;1;2;1;1233;-;-;18
52105;2;35;2;53;0;1300;1;1;1;1390;-;-;8
52108;2;32;3;72;1;2400;1;1;0;2400;-;-;14
52109;2;63;2;76;0;1600;2;2;0;3200;93;88;40
52110;1;54;2;87;1;1800;2;2;0;2300;100;90;14
52202;1;56;2;60;0;1814;2;2;0;1814;97;68;50
52205;1;21;2;74;1;1200;3;2;0;3700;97;75;40
52206;1;45;2;63;1;1100;2;2;0;1100;100;70;21
52208;1;38;3;87;1;2600;1;1;0;2600;100;85;35
52306;2;32;2;77;1;1350;2;2;1;3740;15;33;4
52405;2;73;2;56;0;1200;1;1;0;1200;89;65;35
52410;2;69;1;76;0;800;-;2;0;2000;-;-;30
52412;2;68;2;71;0;1300;1;1;1;1406;-;-;21
52501;2;56;2;92;0;900;2;2;0;900;12;47;32
52503;2;57;3;76;1;2552;2;2;0;6452;100;97;3
52507;2;74;1;75;0;1100;2;2;0;2245;36;78;0
52509;2;58;1;69;1;2050;1;1;0;2050;93;77;3
52510;1;30;2;75;1;1700;2;2;1;2606;-;-;7
52512;1;59;3;68;1;2650;2;2;0;2650;89;83;6
52601;2;47;3;70;1;3600;1;1;2;3929;100;73;2
52604;1;46;3;78;1;2400;2;2;2;2729;100;73;8
52605;1;35;2;78;1;4600;2;2;1;6590;97;80;8
52613;2;52;2;44;0;1040;1;2;0;1158;15;38;0
52705;1;33;2;50;1;1600;3;2;0;3700;100;70;28
52709;1;54;2;63;1;1400;1;2;0;1518;100;90;30
52711;1;65;3;76;1;1720;2;2;0;1720;100;85;28
52802;1;50;2;74;1;1500;2;2;2;4263;93;83;27
52808;1;39;3;82;1;4000;2;2;4;6803;100;70;10
52809;1;55;1;88;1;2160;1;2;0;2160;97;97;1
53001;1;84;2;74;0;2500;2;2;0;2500;89;78;50
53002;1;64;2;71;0;1350;2;2;0;1350;97;100;50
53003;1;78;3;82;0;2700;2;2;0;4000;29;85;42
53004;1;65;2;57;0;1117;1;1;0;1117;100;88;60
53101;2;34;1;73;1;1990;1;1;0;1990;100;32;21
53201;1;76;1;83;0;1600;2;2;0;1600;93;90;8
53204;1;29;1;33;0;1080;1;1;0;1080;33;32;2
53205;1;56;1;71;1;1500;2;3;0;4618;90;82;0
53301;2;55;1;62;1;2550;2;3;0;10768;8;23;15
53303;1;69;1;47;0;1500;1;1;0;1500;74;85;35
53305;1;46;3;70;1;2500;2;4;0;5096;93;63;32
53306;2;36;2;74;1;1700;2;2;0;3700;97;80;7
53308;2;82;1;89;0;1140;1;1;0;1142;83;78;35
53310;2;81;1;9;0;1147;1;1;0;1147;18;60;14
53401;1;71;3;65;0;1300;2;2;0;2750;97;60;50
53407;2;58;1;64;1;1300;2;2;0;1300;93;67;0
53408;2;71;1;83;0;1400;1;1;0;1400;97;93;0
53412;1;56;2;37;0;1200;1;1;0;1200;8;17;0
53502;1;79;1;72;0;1500;2;2;0;1700;-;-;28
53506;1;80;1;74;0;1550;1;1;0;1550;26;78;4
53508;1;36;2;65;1;1770;1;1;0;1770;89;77;20
53511;2;72;1;49;0;1400;1;1;0;1400;8;18;6
53513;1;44;2;69;1;2200;1;1;0;4940;93;80;2
53602;1;76;1;68;0;968;1;1;0;968;19;62;14
53604;1;59;1;79;1;1100;2;2;0;2099;50;72;10
53605;2;67;2;67;0;1350;1;1;0;1350;41;90;15
53606;1;24;2;62;1;1800;3;3;0;1800;93;67;50
53608;1;46;2;73;1;1800;2;2;1;1906;100;73;10
53702;2;91;2;28;0;2000;1;1;0;2000;-;-;0
53707;2;57;1;22;0;1200;1;1;0;1200;62;13;70
53710;2;49;3;81;1;2800;2;2;0;3400;28;68;14
53711;1;47;3;72;1;2500;2;3;3;4394;-;-;0
53803;2;79;1;70;0;1448;1;1;0;1448;3;60;70
53805;2;53;2;55;0;800;1;1;0;800;15;53;50
53810;2;65;3;63;0;1570;1;1;0;1570;39;73;25
70102;2;74;2;76;0;1300;2;3;0;2500;83;63;4
70108;1;77;1;81;0;1500;2;2;0;2900;67;48;35
70109;1;51;2;91;1;2250;1;2;0;2368;83;90;4
70303;2;80;3;81;0;2550;2;2;0;4700;48;50;24
70307;2;68;3;77;0;1500;1;1;0;1500;93;53;30
70505;2;64;2;49;0;1250;2;2;0;2700;100;78;56
70508;2;39;3;60;1;700;2;2;2;5357;93;20;10
70510;1;84;1;61;0;830;2;2;0;1660;97;50;55
70605;2;36;2;55;1;1700;2;2;1;1814;24;55;20
70607;2;43;2;83;1;1550;1;2;0;1668;90;88;30
70701;1;81;2;89;0;1470;1;1;0;1470;89;77;55
70703;2;53;3;87;1;1733;2;2;0;1733;97;85;21
70709;1;74;3;65;0;1900;2;2;0;5900;97;73;35
70710;2;86;2;71;0;1550;1;1;0;1550;78;73;48
70801;1;43;3;55;1;2000;-;2;0;3650;97;63;21
70804;2;69;2;47;0;954;1;1;0;954;97;53;48
70807;2;55;1;75;0;1450;1;1;1;1564;85;73;70
70810;1;60;1;74;0;1400;1;1;0;1400;90;83;40
70901;2;63;1;79;0;1450;2;2;0;2875;100;97;85
70906;2;72;2;75;0;1380;1;1;0;1380;86;70;55
70908;1;62;2;92;0;1100;2;2;1;1206;87;75;35
70909;1;52;2;78;1;2300;2;2;0;4500;100;78;40
71002;1;39;1;67;0;350;2;2;2;1479;86;57;12
71004;2;96;1;59;0;1050;1;1;0;1050;86;73;0
71005;1;68;2;76;0;1432;-;2;0;1832;93;67;42
71008;1;79;3;74;0;2500;2;2;0;5800;93;88;30
71012;1;47;2;75;1;2100;2;4;1;2433;97;73;21
71103;2;37;3;68;1;1500;1;1;1;1606;90;72;7
71105;2;41;3;76;1;2100;2;2;0;4100;90;63;20
71107;2;48;1;73;1;1200;1;2;0;1318;97;82;11
71109;2;39;2;69;0;480;2;2;0;480;0;32;14
71110;2;81;3;73;0;25;2;2;0;1425;86;65;28
71111;1;39;2;78;1;2200;2;2;4;3066;97;73;14
71208;1;48;2;68;1;2207;1;1;0;2207;97;53;15
71209;2;78;1;54;0;220;1;1;0;220;4;62;28
71211;1;58;2;56;0;1700;1;1;0;1700;35;62;40
71301;2;30;2;73;1;1810;2;2;2;5067;8;38;18
71305;1;51;3;15;0;1000;1;1;0;1000;86;43;8
71306;2;35;3;75;1;3500;2;2;3;7222;97;77;16
71310;1;57;3;75;1;1899;2;2;2;2203;53;80;20
80210;1;50;2;56;1;1525;2;2;0;3325;93;65;25
80211;2;54;1;71;0;1713;1;2;0;1831;100;83;7
80301;1;53;2;76;0;1150;1;1;0;1150;78;43;0
80302;1;64;3;70;0;1900;2;2;0;2117;18;32;0
80304;2;78;1;74;0;1200;1;1;0;1200;20;50;0
80305;1;71;2;94;0;1900;2;2;0;1900;97;48;0
80309;2;46;3;62;1;2500;1;1;1;2614;44;42;20
80310;1;47;2;18;0;1450;2;3;0;3350;0;5;0
80501;2;28;3;68;1;1708;2;2;0;1708;93;53;35
80604;2;49;1;71;1;1550;1;4;0;1896;33;30;3
80605;2;50;3;71;1;2500;2;2;2;5329;97;68;24
80609;1;70;3;74;0;2200;2;2;0;2200;15;35;40
80610;2;28;3;74;1;1800;2;2;0;3600;39;70;20
80701;1;40;2;53;0;900;1;1;0;900;3;30;30
80703;2;27;2;54;1;1000;2;2;2;1257;100;60;12
80704;2;46;1;92;1;1200;2;2;0;1200;97;78;6
80707;1;56;1;74;0;900;2;4;2;1213;100;72;6
80708;2;62;1;75;1;1700;1;1;0;1700;86;60;21
80802;2;44;2;76;1;2400;1;3;0;4018;11;52;4
80805;2;55;2;73;1;1800;2;3;0;1918;86;42;14
80901;2;67;3;73;0;2000;2;2;0;2000;65;57;4
80902;1;25;2;74;1;1600;2;2;0;3000;82;78;0
80903;1;45;1;74;0;1350;2;3;0;2318;12;45;2
80906;1;44;1;71;0;800;1;1;0;800;93;80;0
80908;2;39;2;86;1;1800;2;2;2;2104;100;82;4
81003;1;57;1;83;0;1263;2;2;0;1263;100;70;6
81005;1;62;1;77;0;1659;2;2;0;2483;86;63;6
81010;1;41;1;72;1;2200;2;2;2;3673;100;72;2
81101;1;32;1;69;0;1130;1;1;1;1220;100;63;5
81103;1;19;1;71;0;400;3;3;2;2975;100;72;2
81107;2;46;1;61;1;1500;2;3;0;3218;100;85;5
81109;2;34;3;82;1;2200;2;2;1;4290;89;57;10
81110;1;87;1;79;0;1450;1;2;0;2740;3;30;0
81203;2;52;1;52;0;570;1;2;0;1148;35;53;15
81206;1;68;1;74;0;1400;2;2;0;2150;15;43;0
81207;1;45;1;76;1;2000;2;2;3;4093;100;62;5
81208;2;50;1;84;0;1100;1;2;0;1100;48;37;0
81302;2;29;1;49;0;1130;2;2;2;1443;89;68;14
81305;2;92;1;44;0;1080;1;1;0;1080;65;52;28
81308;1;69;3;41;0;1800;1;1;0;1800;32;22;20
81309;2;50;2;75;1;1000;2;2;1;3314;89;70;28
81403;1;32;2;62;1;1200;1;2;1;1750;100;40;10
81405;2;85;2;72;0;1700;1;1;0;1700;11;67;28
81408;2;47;2;81;1;1400;1;2;0;1518;100;80;12
81501;1;89;1;69;0;1350;1;1;0;1350;15;77;70
81503;1;68;1;74;0;1400;2;2;0;1800;100;62;70
81505;2;77;1;76;0;1300;1;1;0;1300;86;83;56
81507;2;27;2;81;1;850;2;2;0;2300;85;65;49
81508;2;79;1;49;0;1200;-;2;0;2300;48;45;28
81601;1;45;1;71;1;3900;2;2;0;3900;100;80;10
81602;1;57;1;66;1;1500;2;2;0;1500;33;83;0
81604;2;63;2;69;0;1200;-;2;0;1200;89;78;0
81706;1;59;3;73;1;1000;2;4;0;1118;23;73;14
81801;1;20;1;70;0;100;2;2;1;1218;100;78;50
81803;2;52;3;65;1;2500;1;3;0;2618;93;67;0
81805;2;24;2;65;1;1100;2;2;1;1990;82;67;0
81901;2;84;1;74;0;1150;1;1;0;1750;82;77;0
81902;2;36;2;77;1;1500;1;1;0;1500;100;70;2
81909;2;66;2;47;0;1200;1;2;0;1200;82;62;15
81911;1;40;3;77;1;2510;2;2;2;4600;100;88;10
82003;2;40;1;48;0;300;2;2;2;613;0;8;35
82004;2;69;3;57;0;2000;1;1;0;2000;97;43;5
82006;2;44;3;48;1;2000;2;2;2;4504;100;76;5
82008;2;66;3;49;0;2000;2;2;0;2000;75;67;15
82102;1;35;3;65;1;2200;1;1;0;2200;93;82;20
82104;1;37;2;66;1;1600;3;3;0;3517;97;73;35
82107;2;35;3;71;1;2000;1;1;0;2620;97;68;25
82108;2;33;1;88;1;1600;1;1;1;1690;100;88;20
82110;2;20;2;79;1;850;3;5;0;5698;100;80;55
82202;1;64;2;73;0;1500;2;2;0;3010;93;78;30
82205;1;72;2;68;0;1400;2;3;0;2948;15;52;35
82206;1;66;1;87;0;1572;2;4;2;3029;90;73;70
82208;2;31;3;65;0;1200;2;2;0;1200;90;60;25
82302;1;42;2;76;1;2300;2;2;0;2300;93;72;45
82305;1;58;1;70;1;2650;2;2;0;3140;58;70;50
82413;2;83;2;75;0;1080;2;2;0;2180;3;47;50
82501;2;58;2;95;1;700;2;2;0;1345;30;73;12
82511;1;75;3;85;0;2700;2;2;0;3300;53;83;50
82604;2;68;3;77;1;1190;2;2;0;1190;18;73;20
82703;2;49;3;66;1;3000;1;3;0;3346;93;68;8
82709;1;48;1;69;0;950;1;1;0;950;74;65;-
82801;2;34;1;71;0;1400;1;1;2;1673;89;32;21
82802;2;65;1;94;0;980;2;2;0;3417;97;80;29
82803;1;22;1;73;0;825;1;1;0;825;97;78;24
82804;2;44;3;70;1;5900;2;2;4;12256;100;77;0
82807;1;57;3;51;1;2200;2;2;0;4659;15;38;15
82808;2;69;1;76;0;1090;1;1;0;1090;90;68;20
82809;2;66;1;72;0;1457;1;1;0;2287;15;87;0
82810;2;31;2;76;1;2170;2;2;0;3910;97;82;24
82811;2;62;2;87;0;1000;2;2;0;2070;93;73;15
82901;2;28;1;81;0;980;1;1;0;980;97;77;24
82902;1;74;1;64;0;1879;2;2;0;1879;0;28;0
82903;2;73;1;77;0;1300;1;1;0;1300;8;32;26
82907;2;40;2;72;1;1800;2;2;2;3183;97;60;10
82908;1;32;3;84;1;2700;2;2;0;4400;100;85;14
82911;2;53;2;79;0;1090;1;1;0;1090;43;62;20
82912;1;47;1;75;0;1470;1;1;0;1470;97;68;30
82913;2;62;1;86;0;110;2;2;0;1010;80;78;22
83011;1;58;3;63;1;2100;1;2;0;2100;93;82;10
83101;2;21;2;70;0;400;3;3;2;2129;90;53;25
83104;2;20;2;86;1;2000;3;3;2;5354;97;82;15
83105;2;62;1;91;0;1100;2;2;0;1100;32;50;14
83106;1;60;1;89;0;1450;1;2;0;1450;32;73;70
83108;2;86;1;85;0;400;2;2;0;1900;33;55;28
83111;1;53;3;61;1;417;2;2;0;1567;97;48;20
83202;2;63;1;92;0;802;2;2;0;2402;97;88;77
83203;2;55;2;69;0;1200;1;2;1;2414;4;58;21
83204;2;43;3;74;1;850;2;3;0;4655;35;62;9
83209;2;47;3;71;1;1500;2;3;2;3800;100;70;22
83210;1;45;3;63;1;6550;2;2;3;8460;56;55;21
83310;1;66;2;85;0;1565;2;2;0;2665;100;88;30
83402;2;47;1;81;1;1700;2;2;0;3700;97;78;14
83403;2;45;1;73;1;2000;1;2;0;3400;100;80;20
83406;2;84;1;71;0;1000;1;2;0;1600;12;55;28
83407;1;65;1;86;0;1300;2;2;0;1730;97;72;28
83408;2;69;3;70;0;1900;2;2;0;3900;93;77;28
83502;2;62;2;68;0;1400;1;1;0;1400;12;32;24
83505;1;77;2;75;0;1200;2;2;0;3400;89;68;19
83506;1;58;3;86;0;1300;2;2;0;2700;100;73;28
83507;1;28;2;84;0;980;3;2;0;2080;100;82;18
83508;2;51;3;81;1;1170;1;2;0;2070;100;73;18
83509;2;68;1;85;0;900;2;2;0;4100;80;78;20
83603;2;55;3;77;0;2100;2;3;0;2218;4;30;25
83606;2;80;1;42;0;1346;1;1;0;1346;100;72;28
83607;2;30;1;67;0;600;2;2;1;3090;32;73;35
83611;2;64;1;65;0;1300;1;1;0;1300;100;75;23
83707;1;59;1;65;0;1300;1;1;0;1300;36;55;48
83711;2;23;2;83;1;980;2;2;0;3380;97;85;21
83803;2;60;1;72;0;1300;1;1;1;1414;15;75;42
83808;2;52;3;68;1;2550;2;2;1;4164;97;75;25
83809;1;59;2;77;0;1500;2;2;0;2800;65;67;30
83903;1;55;1;62;0;340;2;3;1;1423;-;-;50
83909;2;51;2;61;0;1000;2;2;0;2400;18;17;12
83913;1;77;1;95;0;1400;1;1;0;1400;100;92;10
84001;1;30;2;95;0;400;2;2;0;2200;100;98;20
84005;2;47;3;77;1;1700;1;1;0;1700;93;48;5
